row_id,F_3_0,F_3_1,F_3_2,F_3_3,F_3_4,F_3_5,F_3_6,F_3_7,F_3_8,F_3_9,F_3_10,F_3_11,F_3_12,F_3_13,F_3_14,F_3_15,F_3_16,F_3_17,F_3_18,F_3_19,F_3_20,F_3_21,F_3_22,F_3_23,F_3_24
8441,-2.226333,-0.774252,2.040026,-0.186123,-0.949599,2.547692,-0.781274,1.179761,0.270672,-0.846771,0.350969,-2.614913,-0.100628,0.036608,-0.065307,0.543071,-0.725245,-1.790159,-1.046028,0.595965,0.040042,-0.08107,-1.068982,1.336705,-0.03402368148024703
8445,0.649221,-0.797012,1.848171,-0.750834,-0.063115,-0.724547,-0.960263,1.061848,-1.062128,-0.905976,2.100141,-0.440742,2.093786,-0.627333,0.447944,1.5997,-0.296569,0.272,-0.619363,0.44373,-0.399017,0.948226,-1.174973,1.089461,-1.89796
8447,0.219526,-0.35468,0.703961,-1.396719,0.650603,-0.267225,-1.557293,0.900569,0.69355,0.444431,0.935987,0.358792,0.255062,0.739977,1.066436,-1.489929,-0.492431,-2.17757,-0.718158,-0.641015,-1.430886,0.951152,0.233087,-1.778404,0.266072
8449,-0.047543,-0.654085,-1.823648,0.632627,-0.923477,-0.072047,-0.208971,-2.28432,-1.36356,1.662217,-0.278381,-0.664254,-1.122657,-0.960148,0.77793,-0.466458,9.6e-05,0.449608,1.025322,0.472245,-1.360459,-0.30092,0.200083,1.880641,-0.374252
8455,2.079757,-0.778517,-0.415394,-1.115627,-0.954326,-0.340253,-0.281378,-0.84453,-0.744987,0.005387396588737747,0.004392,0.062167,0.584822,1.423607,0.09885662616966981,1.421024,-1.455114,-0.825972,-0.95276,0.793768,1.892133,-0.07593362794618572,-0.028391,-0.903695,-0.719238
8464,0.149221,0.812192,0.292522,0.00748,-0.180923,0.944946,0.795129,-0.186096,-2.446939,-0.846959,-0.077243,0.584019,-1.003811,-0.396667,2.707137,-0.021397,-1.411155,0.191138,0.343143,-0.265259,-1.338783,0.622501,-1.071573,1.266807,0.807821
8465,-0.699746,0.718173,-0.618405,0.315206,-0.620884,-0.462993,0.032609,-0.289288,-0.804131,0.0704,-0.743747,-0.216494,-0.551107,0.783865,1.271936,0.174951,-1.957176,-0.632489,0.633544,0.10996,-0.507412,-0.514791,1.068099,0.828898,-1.416666
8471,0.11742,-0.264549,0.719129,0.399097,-2.043975,-2.074363,0.040631,-0.709337,0.989639,0.014108,1.905272,-0.260413,0.737707,-0.3029,0.638232,-0.54078,-0.68536,0.848397,-0.583207,-0.660533,0.020657,-0.292889,-0.220169,0.328932,0.057997
8472,0.844555,-1.021236,-0.695262,0.111519,-1.333692,-0.16095,0.599846,-2.158231,0.476387,1.200241,-0.348006,-0.113196,0.418793,0.874952,-0.749438,-0.070584,-0.055713,0.110819,2.235162,-0.169983,1.567879,-0.681264,1.928237,0.027068,-0.044564
8473,1.242121,-0.652569,1.474917,-0.863046,-0.804232,0.799845,0.81745,1.634928,0.156436,-2.086297,-0.614606,0.215079,1.174762,-1.586143,-0.822,-0.273772,-1.151331,1.025286,0.228825,0.120672,1.900158,-0.540378,-0.496591,1.062787,-0.502438
8477,-0.164323,-1.519676,0.681929,0.066282,0.461948,0.760347,1.040008,0.388698,1.530885,-0.012139,0.658973,-0.058655,0.891183,-0.441049,0.604783,2.258917,0.60563,0.255861,-0.281221,-0.95573,1.684779,0.880813,-0.88334,0.34374,-0.280892
8478,-1.019849,0.747095,-0.925844,-0.145734,0.846053,-0.061505,-0.24579,1.828061,-1.352672,0.821978,0.534251,0.703163,-0.566039,0.462971,-0.38517,0.364905,-1.5595,0.12827,-1.257731,-0.169798,1.232044,0.083697,1.895752,-0.596861,0.304889
8479,-0.956652,-0.332157,0.571271,-2.230697,-0.893845,0.27385,0.075038,0.822183,-0.616772,-0.152381,-1.289687,-1.551515,-0.353594,-0.867004,1.521548,-0.030376,-1.626004,0.685878,-0.011304980378786647,0.204689,1.481241,1.522519,0.440262,-0.221346,-0.867842
8480,1.023369,0.55674,-0.270292,-0.38645,-1.384986,1.399217,-1.143435,-1.615693,-1.226976,0.917451,0.478527,1.379567,-1.681395,-1.857972,0.082787,1.440136,-0.088271,1.501711,1.096001,0.308652,0.213746,-0.452135,0.451559,0.131121,0.132454
8485,1.44807,1.285484,2.055698,-1.619496,1.553864,-0.314635,0.417506,0.389805,0.05204,0.256549,2.00474,-1.079527,0.645983,0.579909,-0.418274,0.103587,0.91616,1.368394,-0.518474,0.61451,0.683426,1.220715,-0.000858142859095397,0.080981,-1.273875
8486,0.129143,-0.283032,0.035389,1.05789,-0.012290178157967997,-0.260899,-0.46507,0.1145,-0.796807,1.752484,0.010696,-0.03983,1.033728,1.885985,-0.063799,-0.341501,-0.02916,-1.260194,1.676222,-0.30404,0.438193,0.356095,1.312521,-0.754263,0.168847
8487,0.787309,0.145399,-0.987344,1.671933,-1.672481,1.416754,1.274184,-1.47834,0.603897,-0.61864,-0.55325,0.198024,-0.48367,-1.730733,-0.949842,-0.794259,-2.251106,-0.029928,0.187475,0.042923,2.04841,-0.033589,-1.17621,-1.224639,0.529132
8489,-0.776926,-0.0824,-0.046804,0.202978,-1.870688,0.611061,1.007156,-1.853436,-0.35447,0.55386,-0.450883,0.947399,-0.070745,-0.342648,0.215867,-0.327645,-1.847973,1.689243,-0.555129,-0.172384,-0.103783,-0.947409,-1.908971,-1.59931,0.178079
8491,0.043749,-0.588189,-1.541567,-1.042834,0.355621,0.548817,-1.93586,1.322688,-0.38557,-0.368444,-0.179687,1.678162,0.452846,-1.625633,-0.333705,2.020336,0.956494,0.957588,-1.675431,0.228374,0.525096,1.051336,0.86161,0.56861,-1.270182
8499,1.364162,-0.137962,1.517648,0.595194,-1.197172,0.203213,-0.745808,2.054546,-0.883059,-0.19175,0.448182,-1.712577,-1.468306,0.368283,-1.076904,0.238737,1.196572,0.103295,-0.667788,-0.526809,0.297052,-0.0428689471046891,0.867033,-1.411834,2.013402
8500,1.537677,-0.234421,0.20762,1.578157,-0.272525,-0.060779890942938335,-0.127416,-0.368738,-0.629807,-1.133888,0.520673,-0.969508,-0.348471,0.93444,0.738954,0.788524,-0.551561,-0.810293,-0.420441,0.182715,-0.60238,0.900788,1.054148,-2.770289,0.715746
8501,0.687993,-1.348185,1.144616,-0.089323,0.863316,1.700761,-0.860148,0.948145,-0.796972,-0.497192,-0.496358,-1.649045,0.257783,1.257162,-0.114415,0.54974,-1.640869,0.696413,0.279347,0.301123,0.699353,-1.259893,1.396762,-0.021078,1.695797
8504,-0.285793,-0.073302,-1.314465,2.041188,-0.957794,2.880401,-0.056232,0.601668,-0.162247,0.804677,1.085664,0.190372,-0.991607,1.263371,0.098757,0.845888,0.247679,-0.448021,-0.038679,-1.163718,0.57576,-1.006544,0.909535,0.974034,0.444873
8505,0.318187,0.217959,1.207402,1.010118,-0.674028,2.219975,-0.109398,-0.540884,0.22458,-1.312149,-0.180288,0.893631,-0.882136,1.549175,-1.99368,0.637214,-0.726946,-1.175714,-0.261286,-2.971307,-0.696698,-0.474887,0.183271,-0.473701,-2.206846
8506,-0.800003,-1.374338,0.468369,0.449388,1.503285,2.886756,-1.89135,-0.289523,-1.216114,-1.349468,-0.859185,0.330708,1.280133,0.003359,-0.801229,-2.453781,-1.024875,1.237648,0.0066360431684043064,-1.994948,0.6773,0.311194,-0.504754,-2.062864,0.475819
8509,-0.667607,-1.46893,0.081068,-0.216564,0.483625,-0.770939,-1.424418,1.572083,-0.520913,-0.012913573846037354,0.605081,0.687886,1.29838,0.457936,0.89559,-0.072013,-0.188436,1.239678,1.841285,0.098034,-0.124911,-0.493819,0.041797,-1.349338,1.660339
8513,-0.556017,-1.076472,-1.893108,1.284695,1.008455,0.749549,-0.188864,-0.08756,-0.518961,-0.421367,-0.753346,0.138741,0.960418,0.693974,0.859476,-0.160907,0.41571,-1.082412,-0.68303,-1.245364,-0.629379,-1.45799,0.220881,0.88526,-0.533657
8514,-0.216349,-0.916772,1.785299,0.211012,0.608212,1.307184,-0.858143,0.174145,0.844716,0.427292,-1.256667,0.397996,1.204218,-0.220045,-0.221974,0.976919,-0.668754,-0.132044,-0.60102,-0.706287,-0.797576,0.754879,-0.060697,-0.668643,-1.388577
8517,1.143803,0.607174,1.944681,-0.157876,0.423971,0.457413,-1.100028,1.156377,0.89587,0.685198,-0.114319,0.850009,-0.278602,0.180112,0.161176,0.890304,0.772632,-0.048899,0.071698,-0.251097,0.813006,1.35324,-0.311873,-0.205471,-1.352843
8520,0.460451,0.652688,0.17487,-0.916503,-0.090424,0.088474,-0.749618,-0.851099,-0.64031,0.424765,0.467353,-0.528585,-2.097382,-1.314256,-0.19802,0.935597,1.471091,-1.414096,1.669643,0.993894,-0.416409,-1.559638,-3.249891,-0.585495,-0.236323
8521,1.484661,-0.57772,0.03209625293314821,0.038805,0.013778,-1.095818,-0.409336,0.050416,-1.152406,-1.60082,-0.875828,0.221872,1.624987,0.028686526526161504,-0.762782,0.143021,-1.568063,0.805593,-0.909525,0.247371,0.158725,-0.079004,-0.222095,-1.110459,0.017033
8523,-1.606909,-1.128132,1.082337,0.652758,-1.013812,-0.374364,-1.729552,-0.171697,-0.752457,-0.795989,-0.602387,-0.239504,0.589949,-0.585098,0.998669,-0.389725,1.098295,-0.506274,-0.364055,0.393285,0.433746,-2.030463,1.402906,0.02496,1.571107
8525,0.103501,0.757783,0.397723,-0.909139,-0.84661,0.729866,-0.555981,0.07717,0.05868,-0.610982,-1.012553,-0.303106,0.872451,1.089169,-0.422144,-1.457901,-1.702354,0.429402,-0.841002,0.432849,1.153936,0.321976,-0.289742,0.623658,-1.205932
8529,-0.896468,0.820456,-0.560201,-0.976015,-0.483553,-0.947204,-1.608223,2.060004,1.144538,-0.338585,-0.373837,0.233501,0.531964,-0.564024,-0.214996,0.944513,-0.537152,0.653517,0.581646,0.888331,1.450426,0.30065,-0.904983,-1.465542,0.694236
8530,0.497063,-2.351724,-0.874716,-0.860463,0.150223,-0.402124,-0.076432,-2.56572,-0.319442,-0.004978,-0.708414,0.816824,0.378923,-1.660305,0.014321,-0.154657,-0.467804,0.218496,0.415397,-0.373855,-0.989707,1.025146,-0.518755,0.091562,-0.901162
8532,1.105884,-0.439429,0.019837993572275187,0.751565,1.562749,-0.645413,-0.456571,-0.432198,-0.282507,0.518903,-0.875957,0.495099,-0.401733,-0.338935,1.701928,-0.478322,1.468406,-1.351289,0.127666,-0.141063,0.940569,-0.054258,-1.369142,-0.345706,-0.496904
8535,-0.091457,0.647739,0.385866,-1.180968,-0.606308,-0.112589,-0.808645,-2.285461,1.026988,1.572793,-0.097077,-1.865073,0.517311,-0.909671,2.110068,-0.24031,0.318554,0.463143,-1.26303,-1.084809,-1.606978,0.635826,-0.701668,0.628287,1.893155
8536,-1.271305,0.131823,2.103989,-1.699206,-1.206493,-0.541102,0.590391,0.183111,-0.559569,-1.151723,-0.69018,1.011737,-0.907367,1.228327,1.098403,-0.667759,-1.437398,0.746537,-0.314484,-0.144333,0.342516,0.961555,-0.649186,0.518139,-0.459059
8538,1.005786,0.515247,0.668821,-1.69228,-1.088323,-0.77382,-0.407234,0.157802,-0.188415,-2.127133,-1.259857,-1.42193,0.691415,-1.367373,-1.198448,-0.970653,-1.439359,0.285961,-0.254674,0.551275,0.321131,0.452965,1.768274,1.124099,0.51985
8540,0.027016,-1.383291,0.4433,0.514777,1.003366,-0.581324,-0.359518,1.599793,-1.175085,0.709539,-1.778122,0.618253,1.849314,-0.286062,-0.611838,0.315584,0.430506,-0.337435,0.081745,-1.275212,0.041855,0.146693,-1.618251,-0.802806,0.271703
8541,-1.671871,-0.627992,1.533374,1.67957,-1.145091,-0.802137,-0.279647,0.191233,0.172409,0.317647,-0.179672,0.075484,0.32878,-2.246716,-1.274458,0.012637,-0.114215,-0.305915,-0.578083,1.179825,-2.505238,0.527869,-1.956893,-0.096381,0.654254
8546,-2.321858,0.347504,-0.589551,-0.355153,0.785927,-0.059503,0.517741,0.024043,0.296637,-1.018964,0.488365,-1.017922,-0.667596,-0.181126,0.121564,0.720013,-0.737126,0.725178,0.625957,-0.272161,-0.292296,0.741674,-1.077224,1.775634,0.446646
8552,-0.921188,0.169721,0.033461,-0.246253,-0.013341,1.191269,-1.512157,1.144878,0.305347,0.464156,-1.03129,0.019111,0.464896,1.430514,0.505353,-0.549136,-0.954956,0.929077,-0.189923,-0.525086,1.456457,-0.17177,-0.339536,-0.402314,1.725163
8556,0.619823,-0.000932,-1.217744,1.092205,0.698831,0.411094,-0.939381,0.592067,0.296069,-1.069581,1.046996,-0.657507,-3.58352,-0.685411,0.118194,-0.032407274275017134,0.666181,-0.315253,1.417257,0.265833,1.832914,-0.101436,0.991829,0.075957,-1.368678
8560,-0.213647,-1.13018,0.12854,-0.673322,-1.745982,-0.493349,-0.660577,-0.333538,0.98747,-0.039027,-1.220392,-0.011855,1.852139,1.100006,-0.218324,-0.592308,0.932446,-0.962518,-1.060839,-0.024462,1.112929,0.415288,1.046727,-0.703526,-0.306616
8561,2.437582,-1.182214,-1.104518,0.154587,1.274301,-0.348611,-2.299999,-1.004903,-0.664007,-0.707266,-0.15722,-0.099393,0.097342,-0.980259,0.64853,-1.006977,1.075087,1.159378,0.164068,-0.333138,1.41468,-0.899374,-0.036508,0.940164,0.866414
8562,1.218782,-0.106954,-0.810736,-0.876232,-0.040244,-0.843891,-0.409243,-0.680537,-0.656074,-0.06248,-1.117761,-1.408012,0.294258,-0.3125,-1.196067,0.79288,-0.771675,-1.521055,-0.533239,1.605037,-0.781064,-1.02567,0.624609,-0.23645,1.552286
8564,1.558368,-1.915499,-0.012446,0.700015,-0.215258,1.140654,-0.341898,-0.176059,0.239876,-0.908373,-0.567787,0.089088,-0.681333,-0.710708,1.067747,1.557494,-0.213527,-0.918084,1.74815,0.85739,0.029525240007330342,-0.710466,0.077377,-0.571482,-0.952062
8571,0.337409,-1.433153,0.458482,-1.051674,0.961909,-1.190253,0.089163,-0.728287,1.272215,-0.23072,0.166774,0.719496,-1.117551,0.586114,-1.328786,0.475164,0.2559,-0.577069,-0.337102,0.126698,0.615916,-0.095714,1.011079,-1.127356,0.087641
8572,0.420199,0.138025,-0.365179,-0.873359,-0.129915,0.331775,0.995421,-0.292194,1.732826,-0.133175,-0.728914,1.245329,-0.686677,-1.22756,0.816187,-0.885514,-0.586491,0.331473,-1.625502,0.278142,-0.927715,-0.945653,0.574775,-2.651245,1.013273
8574,1.395719,-0.436994,-1.784677,0.021615,-0.415772,-0.80297,0.816948,0.100556,-1.022601,-0.187692,-0.248709,1.495264,0.258642,0.573967,-0.317257,-1.0731,1.808643,2.665841,-0.528676,0.752243,0.0256720669163407,0.414638,0.506179,-0.209207,0.032405
8575,-0.355588,-1.670722,0.034416,-0.263086,-0.011248,-0.020315,-1.031471,-0.93254,0.986792,0.20977,-0.988471,-0.024703,0.547778,0.350653,-2.408168,-0.241556,1.251347,-0.503219,-0.48309,0.724623,1.526939,-0.953341,0.063116,-0.600072,-0.718621
8576,-1.345656,0.829285,0.053431,-0.096811,0.06291894224576741,0.091969,-0.723333,-0.546118,0.306274,0.21905,-0.961259,-0.038959,1.02046,0.317267,-0.293058,0.414461,-1.091595,1.289361,-0.620362,0.403711,-0.821869,0.086545,0.085391,0.909865,1.162966
8578,1.763194,0.067046,-1.768552,0.161535,-1.861882,0.348972,1.806093,0.443165,-0.008436,0.507674,0.39254,1.166764,1.362874,0.304981,0.58391,-0.30178,1.503568,0.839814,1.300353,0.182504,1.655891,-0.36253,-0.159417,-0.039374,-0.176422
8580,-0.014745858299352725,1.403238,0.27968,-0.06999871816434655,0.976478,1.399647,0.854754,1.002356,-1.901202,-0.202774,-0.868916,0.26666,-2.125964,1.426139,0.581974,-1.711836,-0.091125,-0.746305,-0.326525,0.015043,-0.819005,-1.495468,-1.130515,0.119097,1.167926
8582,-0.681606,-0.72647,-1.525719,-0.721283,1.857766,-0.342204,0.013669,-1.30103,-1.134801,-0.213964,-0.572437,0.56104,0.532196,-0.204362,0.87268,0.688785,0.305023,0.475959,-0.765626,-0.335839,1.108874,0.732314,-0.652418,0.234021,-0.607405
8584,0.785699,-0.515978,-1.096046,-0.111739,0.612047,0.239718,1.51171,0.915631,0.992019,-0.59176,1.584707,-1.160284,-0.166877,2.243207,0.081722,1.817494,0.872724,1.020882,-0.320953,0.278778,2.432687,0.663873,-0.708977,0.512697,-0.02718705322780321
8585,-0.140542,0.024608,-0.522345,-0.142171,0.007494,-2.582227,0.708164,-0.446429,0.720182,0.035976,0.375184,-0.036724,-0.969381,1.258664,-0.2171,-0.266264,0.052869,-0.44112,-0.720183,0.376128,-0.454595,-0.080156,0.201716,-0.029241,-0.448363
8589,0.62587,-0.993978,0.536715,0.317109,-1.046847,0.746231,0.821654,-0.762927,-0.610895,-1.381583,-1.430262,-1.002324,0.118316,-0.405017,-0.870374,-1.277079,-0.510696,-1.301513,-0.640202,-0.65193,-0.011854,-0.118063,-0.346077,-0.5181,-1.168446
8591,-1.934241,0.089259,-0.551801,-0.319192,-1.440781,0.09088932375229458,2.05506,-0.359459,0.785847,0.269858,1.447501,0.177827,3.832413,0.433834,-1.537061,0.03825390827871903,1.498896,0.548233,-2.734693,-0.369865,-0.212325,-0.81438,0.950422,-0.037924086752001096,0.793803
8596,1.213561,0.464169,0.03176647296653303,0.088169,-0.468825,-0.49912,-0.004104,-1.851801,-0.609938,-1.277073,0.78144,-1.839765,-2.032147,-2.279968,0.100888,-1.144198,-2.01961,-1.384256,1.033102,-0.059664,1.000997,0.742233,0.544754,0.21379,0.596365
8600,0.048796,1.035728,0.515429,-0.456188,-1.440309,-0.835322,-1.120994,-0.63807,-0.403925,-1.957824,0.837816,3.042605,-0.052946,-1.241113,-1.118722,0.408401,-0.378304,0.412809,0.161025,0.25201,-0.32697,-0.44067,0.019746,0.873856,-0.445608
8602,-1.058267,0.600775,1.855298,-1.936385,0.37395,1.263293,0.586253,-1.20025,-0.352507,-1.667535,-1.213199,-0.194341,-1.381967,-1.530935,-0.374604,1.294312,0.332631,0.759719,-1.227682,0.304579,-2.115738,-0.688954,1.013061,-0.182084,0.660569
8603,0.832725,0.268638,-0.813113,0.235143,-0.637733,-0.770847,1.251664,2.305601,1.405601,-0.984759,-1.116213,-1.736102,1.214063,-0.794738,-0.382075,1.547169,-1.207115,-0.944609,0.294766,0.556684,-0.847142,-0.501461,-0.375789,0.253736,-0.738215
8606,1.215633,-1.536977,0.971693,0.423139,-0.41551,-0.319889,0.075923,0.702396,0.685514,0.064481,-0.971361,0.17618,-1.286743,-1.894533,-0.366445,-2.247405,-0.792551,0.592513,2.034104,-0.306262,0.177336,0.282507,-0.482833,-1.3468,-0.589846
8610,-0.508169,-0.594006,-0.771293,-0.055137,0.485053,0.08048,-1.095717,1.010596,0.317344,0.132469,-1.15673,0.852891,-0.105387,-0.314543,0.865425,-0.73608,-0.352594,0.985345,0.230374,-0.682311,-1.011314,-0.407917,-1.622805,1.645067,0.038778
8614,0.860685,-0.169465,-0.167353,-1.26494,-1.389472,0.445783,-1.061316,0.924202,0.298255,1.032356,-0.457138,-0.217898,-1.672827,-1.017163,-0.174386,0.168138,0.340712,-0.308072,-0.427576,-0.181079,0.94839,-0.835117,-0.741602,0.215686,-0.487341
8615,0.016073,0.497239,-0.19716,0.142515,-1.494308,-0.712752,0.083728,-1.405092,-0.432774,-2.591336,1.381551,-0.78407,0.628929,-0.364927,0.091086,0.570148,-1.026971,-1.167253,-0.811373,0.787479,-0.614249,-0.532008,-1.974068,0.24368,-0.298706
8618,0.053705,-2.33543,0.37161,0.440555,-1.344432,-0.778194,-0.375516,0.703095,-0.214468,-0.958793,-0.950551,0.142313,0.881493,-1.182981,0.030738,-0.450114,0.052647,-0.40177,0.090169,-1.907605,1.33208,0.065598,1.945103,1.438843,0.041027
8619,-0.149171,1.710372,1.034294,0.3837,0.954283,-0.483695,0.02405335132682256,-0.274854,-0.05204417610504001,2.619664,-1.187543,-1.417291,-1.391187,-0.69679,0.012779812086341344,0.176795,-0.078473,0.133411,0.32266,1.654174,-0.60552,0.03778,1.299959,0.077242,0.080127
8623,-1.016173,1.915279,0.285318,0.990434,-2.240341,0.451768,0.259839,-0.568907,0.833809,-1.313805,-0.06496153650091752,1.114868,0.95503,-0.551814,-0.184993,-0.05454,0.618445,-0.816365,0.491427,1.511958,-0.414509,-0.118057,-1.373129,0.584321,-1.975012
8624,-0.564538,-0.05593660326949484,-0.716702,0.195653,-0.043629,-1.620824,0.323775,-2.176308,-1.042623,0.628216,0.720622,0.107667,-0.564603,1.803449,0.185385,-0.229081,0.287269,1.379801,0.4003,-1.540378,-0.876914,0.526227,-0.711297,-0.195222,-0.932905
8627,-1.365024,0.222034,-0.953769,1.624518,0.951257,1.209437,1.563131,-0.367427,1.80246,-0.004812,0.567699,0.727205,-0.0564,1.137378,0.470545,0.60468,-1.510738,0.073445,-0.501711,0.059078,-0.326983,-1.127464,-0.75353,0.485606,1.202049
8629,0.845013,0.60866,1.007528,1.669333,1.184939,-1.179819,-0.05745721889384011,-1.534161,1.575763,-0.637137,0.693495,-0.930019,1.178962,-0.031630024399226755,-0.926909,-0.191129,0.736877,0.617425,1.034832,0.069614,2.606728,0.33891,-1.435486,-0.479272,-0.560045
8630,1.343516,-0.972187,0.122563,1.028874,0.11301,2.102181,1.932473,-0.702046,0.331517,2.34552,-1.592217,-1.246309,-0.070591,1.076064,0.745993,0.37218,-2.141382,-0.09367,1.134692,-2.864894,0.741326,0.01014214333786906,-1.204193,1.427065,0.238152
8631,-0.83645,0.996407,0.765242,-0.447579,-1.544945,0.754545,-0.782445,0.204443,-0.670158,0.771203,0.205225,-1.655784,-0.50998,0.466969,-0.090454,1.606727,-0.733978,0.665942,0.607678,0.652473,-0.077299,0.0858,-0.65311,-2.990499,1.049393
8636,1.431191,-0.127841,0.003486,0.250304,0.143254,1.785817,-1.942521,0.96902,0.105583,-0.453151,0.873324,-0.491814,1.107745,0.83195,-0.46802,0.10082,-0.573668,0.631233,-0.572566,-0.09167384878360227,-0.877611,-0.337633,-1.438878,-1.633001,-0.082942
8643,0.227991,-0.133561,0.233919,-0.284327,-0.052943,0.957733,0.825907,0.183072,0.731937,-0.294679,0.314961,-0.878004,-0.422874,0.691911,1.120397,-1.199886,-0.380913,-0.242794,-0.828245,-1.095539,0.999011,0.44245,-0.045402450405243114,0.614188,2.889619
8645,0.309367,-1.030501,-1.093369,-0.664953,1.893284,-1.294898,-1.247869,-0.045281,-1.871811,0.631378,0.538119,0.758045,-1.831419,-1.409319,0.355093,0.514091,-0.460246,-1.068428,-0.0375,0.835876,-0.130984,0.331763,0.521857,-1.481218,-0.110679
8649,-0.950698,-0.817216,-0.231954,-0.592724,-1.341169,-0.546799,0.741251,-1.468562,0.037821,-2.541229,-1.736646,0.615423,0.424418,0.11048,-0.761809,-0.22912,-0.513646,-0.077135,1.135996,0.934322,0.804533,1.535169,-1.067881,0.186148,-0.329243
8650,-0.45943,1.90105,0.516028,-1.862016,-0.93767,-0.470787,-1.260724,-0.785084,0.003174,-0.03639,-0.373914,1.367949,0.694496,0.87123,0.445422,-0.0013083280517756605,-1.474219,-1.508284,-0.060426,0.144146,0.155657,-0.51922,-0.689735,0.059839,2.200228
8652,1.477926,0.689636,0.43115,1.027117,0.403575,-1.723613,-0.361052,0.762996,-1.594419,1.919337,-0.041036,0.823071,1.74276,-0.282053,-1.899039,-0.330987,-1.310983,0.788932,-1.338116,-0.470973,-0.512396,-0.06573514961648737,-1.632936,-0.282914,-0.115336
8653,-0.195421,-1.219943,-1.259011,-0.334788,1.09904,0.945802,1.483428,-0.888874,-1.19113,-0.555966,-0.731438,-1.922596,-0.608282,-1.165852,1.108669,-0.435683,0.895561,-2.690084,-0.912441,-0.185077,0.602712,0.426979,-1.557715,0.74659,1.463218
8657,-0.983401,0.412318,1.242753,1.309533,-1.484244,0.673429,0.840171,0.236585,-0.298442,-0.650641,-0.027204,-1.71873,2.229566,0.013046,-0.579066,-0.113628,-0.771627,-0.15774,-0.700381,0.422814,1.108237,-0.356586,0.20163,-0.295048,-0.032555
8658,-0.05752326379941928,-0.814122,-0.448452,-1.351931,-0.897843,0.708703,-2.176473,0.044426,-1.647717,-0.471767,-1.513885,-0.567374,0.187344,0.742713,0.466608,-1.087307,1.227706,0.052839,0.535418,-0.552211,1.368627,-0.447308,-0.493305,1.326047,1.442444
8663,1.590882,-0.155765,0.350491,-1.614312,-1.162457,1.848536,0.96365,-0.49133,0.786391,1.540979,1.120135,-0.973197,1.386074,-1.175114,0.236658,-0.707041,0.511788,-0.085908,-1.527449,1.150616,-0.66647,0.026962,-3.336991,1.151637,-1.10436
8665,-0.452208,0.862585,0.55865,-0.182331,-0.572242,-1.518483,0.907677,0.684609,-1.579839,-0.017774,-0.931681,-0.094673,-0.559516,2.25864,0.108168,-1.405508,1.107689,-0.416084,0.530168,0.920428,-0.359616,-1.171872,-0.598856,1.077751,-0.87262
8666,-0.374959,0.044716,0.041362,1.783506,0.317111,-0.02617,0.534205,-0.979444,-0.438026,-2.269923,0.515635,-0.084999,-0.431964,1.42338,-1.725144,-2.633981,0.031554,-1.075346,0.415175,-2.46231,0.142664,-0.258532,0.04894,0.322849,0.253935
8670,0.13865,0.925335,0.486312,0.153262,-1.433131,-0.500653,0.1141,-1.098614,0.084867,-0.339089,0.126522,-0.861554,1.219658,-0.056711320876118035,0.435509,0.935753,0.270606,0.477753,-0.634952,1.010697,0.438553,-0.622213,-0.104577,-1.170471,0.354822
8673,2.11946,-0.388821,1.755799,-0.466853,0.669929,-1.339517,2.236002,0.533938,0.010666,0.071269,-1.040358,-1.989582,0.452224,1.222859,1.174641,0.280071,0.199639,-0.783439,0.830477,-0.601061,-0.13407,-0.351016,0.89728,0.096508,-0.045062
8674,-0.361798,-0.081439,-1.597567,0.441706,1.885455,-0.101,-2.717293,0.482658,1.960939,-0.397601,-0.873182,1.441779,0.545561,0.489577,-0.312805,1.095304,2.1543,1.578681,-0.294085,1.059768,0.321654,-0.471396,0.23824,-1.614807,0.651481
8675,-0.857522,0.208076,-0.201802,0.967863,-0.877064,0.08504038329172219,-0.52826,0.204108,1.062907,-0.372514,0.361194,-0.855698,0.083339,-0.345524,-0.550145,0.4358,1.514696,-0.277097,-1.147537,0.497739,0.088786,0.517585,0.374767,-0.322837,0.154379
8682,-0.357405,0.427814,0.295007,0.08196,1.627336,-1.625105,-0.140252,0.106399,0.472978,-1.046454,1.278943,0.975603,0.144658,-0.763863,-1.610221,-0.732247,1.88703,-0.847087,1.152226,0.676703,-1.14211,0.830505,-0.954418,0.748842,-0.744828
8683,1.187897,1.443602,0.508436,0.982923,-1.417381,-0.598329,0.357815,-0.053939,-0.821546,0.694376,0.43091,0.472662,1.456905,-0.272834,-1.316986,1.085098,1.067589,0.181436,0.043824,0.179166,1.697152,-0.405572,0.572148,-0.816249,0.002575
8686,1.892925,-0.730285,-0.234093,1.951644,0.475119,-0.076965,-0.855791,0.860495,1.092959,-1.788228,0.766548,-0.226835,-0.44192,-0.21219,2.004154,0.175718,0.230605,-0.767798,-0.426774,-0.728055,-0.709489,0.61931,2.273534,-0.137371,0.451903
8689,2.555096,-1.353933,0.979149,0.43785,-1.134907,-2.171598,-0.07735616644322353,-0.398284,1.22164,-0.412233,1.935158,-1.901394,-1.191366,0.517572,0.577635,0.043537,0.595487,-2.603016,0.172373,-1.189747,1.059268,-1.138589,-0.353694,0.151935,-0.186448
8692,0.266376,-0.622978,-0.789396,0.890124,-0.696625,-0.156829,0.147279,0.974125,-0.592519,-0.149118,-0.008139668120779901,-0.328829,-0.906518,-2.207202,-1.125945,0.570884,0.670652,0.170535,0.573239,0.529456,-0.669925,0.592108,-0.071641,-0.818961,0.449567
